m_sigma_3,m_epsilon,m_sigma_3_r2,m_epsilon_r2,Mw
"[70.20230195330836, 207.71408644955886, 282.66937118375995, 342.25680030723873, 429.6676158142438, 582.1981374374, 51.89419995226135, 701.2086091800949, 82.1021901578323, 154.29954582071008, 386.94209645188045, 425.120476953622, 500.9168193094764, 782.8361585187611, 105.6128036388017, 251.91174941903319, 559.1438320026264, 757.3704932061758, 171.60314342563964, 268.3609464540492, 326.9984764930662, 456.7252026509879, 552.4239757707222]","[460.625446317058, 897.9609688388049, 1194.801530322683, 1469.5405369143784, 1961.7000800982712, 2511.512164564973, 363.32477823262286, 2808.3382543197868, 429.340321039939, 681.2023006342381, 1570.3929279796364, 1710.6270282112775, 2070.3955251207353, 3081.5880487352374, 503.1886166515656, 1045.5898359706252, 2326.768946089828, 3060.3852111647125, 799.7511324850659, 1143.7222441828012, 1350.4486454599203, 1841.3922485729902, 2265.784585222477]",0.9844878704461073,0.9859650424188094,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.20719817732984, 207.69189640348833, 282.63506141358636, 342.1797110807182, 429.5271228257326, 581.9562042645898, 51.906263415526254, 700.882772371235, 82.12869344989515, 154.30655966867207, 386.88179319707325, 425.04287102413275, 500.80660840117616, 782.5099728262749, 105.61488988450571, 251.88688797338153, 558.9377698110503, 757.057796363416, 171.64231507808512, 268.3497808953164, 326.9683637973883, 456.60132648494135, 552.173026084051]","[460.5690444755647, 897.6348915545657, 1194.3718516961576, 1468.9480466633765, 1960.8812267573358, 2510.4456893836677, 363.3527033063378, 2807.6037231305836, 429.3610728217893, 681.0832804039858, 1570.083610654628, 1710.2915840745716, 2070.02116299274, 3080.905886103153, 503.07399370979147, 1045.2470326860175, 2325.8804474052786, 3059.1958582235275, 799.6249815518572, 1143.4138620746783, 1350.0718030767946, 1840.837091729206, 2265.108795362973]",0.9846144382753765,0.9860006687872875,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.2122073343261, 207.66979501316405, 282.60068555918184, 342.1026450470645, 429.38646273764823, 581.7135283201894, 51.91830197854447, 700.5593368271115, 82.15494943655865, 154.31309196927796, 386.8200209188516, 424.9639941769792, 500.69723791815164, 782.1840364266507, 105.61729159457931, 251.86220632016853, 558.7280276130151, 756.7335866698976, 171.6812899415777, 268.3397652027095, 326.94020192170416, 456.48101785306983, 551.9279513567633]","[460.51281505050844, 897.3105092293918, 1193.9441056753456, 1468.358808545315, 1960.068206939354, 2509.384950428486, 363.3805857146099, 2806.8768556393684, 429.3810379423387, 680.9636506392121, 1569.7733750563189, 1709.9556014587401, 2069.6477643419325, 3080.2261997582555, 502.9617087962701, 1044.908766581864, 2324.9965753376487, 3058.010193594933, 799.4990386516181, 1143.1063971046508, 1349.6964475253822, 1840.2848284301278, 2264.4362386559487]",0.984739304508987,0.9860352418618268,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.21726746042302, 207.6484537034047, 282.5679994545051, 342.02777083396035, 429.2493475643369, 581.4741342758449, 51.930318943072336, 700.2378705070371, 82.18100954207723, 154.31943704359392, 386.7577881238263, 424.88453345540637, 500.5897887184992, 781.8602877099866, 105.61890141075953, 251.83652829148426, 558.517236417493, 756.405669954686, 171.72132255378392, 268.3314569075574, 326.9137740156554, 456.362978308858, 551.6846253640581]","[460.45697434254885, 896.9886414929792, 1193.5197731196165, 1467.7750973893403, 1959.266412160814, 2508.3392120452527, 363.4084093397218, 2806.1552580288353, 429.40064524009375, 680.8443254703177, 1569.463695152646, 1709.6205225795509, 2069.277302684587, 3079.5528723691464, 502.84577612356094, 1044.5675373639465, 2324.1111169584756, 3056.8223100619316, 799.3802306574443, 1142.8094282592058, 1349.3326560897826, 1839.7464811315385, 2263.779317883951]",0.9848622806998893,0.9860683455044205,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.22251699609038, 207.6270982676971, 282.53544663220345, 341.9531788863201, 429.1137043577343, 581.2381208737864, 51.94232559642061, 699.917587082678, 82.20738340121382, 154.32658638577942, 386.69698823532354, 424.8065927880224, 500.4820752083669, 781.5386247606856, 105.61979248466115, 251.81005899303747, 558.3083357995192, 756.08297804468, 171.76135607062704, 268.32277952074924, 326.8867837762896, 456.243544752172, 551.439356678415]","[460.4012512249251, 896.6668399404108, 1193.0959135543137, 1467.1923913240673, 1958.4683765635489, 2507.3008487811385, 363.43627291517663, 2805.4360333840555, 429.4219185147732, 680.728969176079, 1569.1604545477244, 1709.2917207918283, 2068.911831475132, 3078.8888702485087, 502.72660535609725, 1044.2245581595034, 2323.2266520745034, 3055.6352338163847, 799.2629944176525, 1142.514161349441, 1348.970105847816, 1839.2094281181069, 2263.1241477445187]",0.9849836507757723,0.98610042596958,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.22763486420432, 207.6061964089774, 282.50306950829804, 341.8790272067062, 428.9784024443394, 581.0004848596625, 51.954364646114826, 699.5998305037316, 82.23397316120062, 154.3344238249377, 386.63736783042077, 424.7296005494537, 500.3741861505466, 781.2179201796246, 105.62060106769884, 251.78430617460336, 558.1014577218382, 755.7648030750589, 171.80027991753084, 268.31288979084025, 326.8582546121069, 456.1230762709599, 551.1938218060495]","[460.34578125551485, 896.3459710028415, 1192.6725680796742, 1466.6097461481183, 1957.6673545496344, 2506.2631075808054, 363.4653313566242, 2804.727947047234, 429.4444856357798, 680.6168075606626, 1568.861897077203, 1708.967520421198, 2068.5498291707036, 3078.2297258822673, 502.60781066417104, 1043.8855170569166, 2322.34788079741, 3054.4534448004842, 799.1413211519201, 1142.211260428415, 1348.5985159719587, 1838.6604865141958, 2262.455645466256]",0.9851035693096781,0.9861318742326459,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.23245032484115, 207.58644171483937, 282.4720636791424, 341.80683117728745, 428.8452470340715, 580.7615465140317, 51.96637937384435, 699.2846728116159, 82.26060158353955, 154.34260286299303, 386.5782176264309, 424.6534123930804, 500.26594967861496, 780.8990857446921, 105.62239465668766, 251.7597055899338, 557.8978884013301, 755.4512976794654, 171.83969387390167, 268.3034478050871, 326.8305469044846, 456.00380206996573, 550.9502261738498]","[460.2907700718197, 896.0287010514625, 1192.253096375057, 1466.032015833445, 1956.869921414757, 2505.2344455213906, 363.4945369281486, 2804.02528676455, 429.4675720123842, 680.506530433071, 1568.5662910107822, 1708.6466006387025, 2068.1898327464164, 3077.5761606553556, 502.49318417381113, 1043.552063114425, 2321.477952265799, 3053.283255146503, 799.0212308355678, 1141.9096687971041, 1348.2285009473562, 1838.1132667703034, 2261.7908485851053]",0.9852216342715268,0.9861623103029765,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.23689990549444, 207.5669467149368, 282.44208076522307, 341.7364972246823, 428.7153329249878, 580.5262557715164, 51.978353498349165, 698.9715888544297, 82.28715082317092, 154.35096943801275, 386.519822224841, 424.5778321822256, 500.1586462223729, 780.5825761036226, 105.62455513722534, 251.735494254649, 557.6965420834533, 755.1405586261344, 171.8805622181561, 268.29472621066884, 326.8034453952131, 455.88534522766656, 550.7064055283182]","[460.2364586436381, 895.7135012086986, 1191.8362023603916, 1465.4575432823674, 1956.0777648352623, 2504.2174047372523, 363.52352659963077, 2803.325873652119, 429.49079567222145, 680.3975193107146, 1568.2739820227084, 1708.3289667856423, 2067.833959855467, 3076.929592739582, 502.37994563591485, 1043.2206727664634, 2320.615116529924, 3052.120954560673, 798.9077976148358, 1141.617782203403, 1347.8699893952191, 1837.5825036243377, 2261.1451875893]",0.985337803451937,0.98619141435501,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.24079528644386, 207.54678740726837, 282.41189930554015, 341.6666582865848, 428.5875936380948, 580.2923071722413, 51.990290546181114, 698.6599803773479, 82.31362852115515, 154.3594464108748, 386.4620794261056, 424.50315702549324, 500.0530515949617, 780.2690175607383, 105.62644567060842, 251.71082319274245, 557.4954760591054, 754.8295134440217, 171.9215960658505, 268.2855799714404, 326.7759810289176, 455.76672956310136, 550.4627399976613]","[460.1824419439204, 895.3970856343262, 1191.4193421861678, 1464.8839577114763, 1955.2907911021587, 2503.212182599241, 363.5520200756277, 2802.6319884927334, 429.5141462639295, 680.289739122355, 1567.9847158649475, 1708.0150578128996, 2067.483054794443, 3076.2925562663077, 502.266349922841, 1042.8893457300178, 2319.7550246266364, 3050.9620716246372, 798.7956805945406, 1141.327251350172, 1347.5134393649814, 1837.0548651707204, 2260.503821000433]",0.9854523468215148,0.9862195105567583,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.24412847053013, 207.52616876971226, 282.3812162247056, 341.59637540272735, 428.45844061992244, 580.0554499908849, 52.002199464997254, 698.3500796629055, 82.33995171821374, 154.3679920947499, 386.4050463828184, 424.429263701137, 499.94904218214947, 779.9580629411113, 105.6282954120885, 251.6862168571713, 557.2955703802188, 754.5191658362577, 171.96182106869858, 268.27531294930213, 326.74699261136186, 455.6454918878163, 550.2153423145159]","[460.1283793389518, 895.0813538565914, 1191.0036565285936, 1464.312004522872, 1954.505224070549, 2502.209591346931, 363.58006687022333, 2801.944388156128, 429.53727292270736, 680.1827663724705, 1567.6992027900621, 1707.7047999188571, 2067.137241330463, 3075.6630826950072, 502.1529648712598, 1042.5591709570056, 2318.898121405122, 3049.8077276249887, 798.681864183816, 1141.033360157012, 1347.1526597504198, 1836.5213085514545, 2259.854706750029]",0.9855656889255688,0.9862469539910571,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.2472532965035, 207.50577796830424, 282.35075754178723, 341.5264437688437, 428.3298885139815, 579.8201061987797, 52.01408493927218, 698.041279049851, 82.36609361737719, 154.37649822200595, 386.3483814771255, 424.3558414695734, 499.8464284351889, 779.6491431507613, 105.62948554979474, 251.66175666505856, 557.0955155848462, 754.2082517794604, 172.00136116506553, 268.26487986723856, 326.71820892811263, 455.5265310016342, 549.9731385892683]","[460.07443296128156, 894.7673392833661, 1190.5896339435162, 1463.7428363468307, 1953.724449737835, 2501.215918059218, 363.6076505653374, 2801.259924576688, 429.56022749118654, 680.0765402680759, 1567.4162894098251, 1707.3975169348955, 2066.7961076954753, 3075.0419364852905, 502.0370604482651, 1042.2294863158463, 2318.0444915742814, 3048.656076637316, 798.5639267706871, 1140.7326987353622, 1346.7845146176653, 1835.979431926423, 2259.1982511808637]",0.9856770463095986,0.9862736336115328,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.2504394099392, 207.48616532490217, 282.32139619821265, 341.4578037280229, 428.2031826668186, 579.5861401455346, 52.0259653719331, 697.7345002461193, 82.39210747280984, 154.3850914100589, 386.2921239505938, 424.2831359608026, 499.7454904428088, 779.3429750280785, 105.63086405857511, 251.63704209561038, 556.8920651896251, 753.8881729296595, 172.04145649594483, 268.2561109475462, 326.6917262077551, 455.4116719952394, 549.7378018962248]","[460.0207496813899, 894.4557854571693, 1190.1782247636766, 1463.1775139585316, 1952.9501498763086, 2500.2306907656193, 363.6348702856139, 2800.5808534219263, 429.58296861833776, 679.9713247748704, 1567.136013372955, 1707.0937377372982, 2066.4586652876164, 3074.4271991440414, 501.9232444997215, 1041.9031959972738, 2317.197626365256, 3047.5120643792625, 798.4478005663029, 1140.4340750093581, 1346.41915223638, 1835.4430716978907, 2258.5499553179143]",0.9857862732797853,0.9862993063599279,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.25366046733114, 207.46686367730766, 282.29305341829854, 341.3907996085863, 428.07945925679917, 579.3549025304268, 52.03783468799233, 697.4289504184408, 82.41800649780977, 154.39376130564045, 386.2364484329196, 424.2109485754218, 499.6416916967889, 779.0385244484647, 105.63184421358353, 251.61196168215963, 556.68867218147, 753.5665189197276, 172.08274812927692, 268.2489236457676, 326.6669952951193, 455.29942455522126, 549.5046215946653]","[459.9676441993768, 894.1459835783869, 1189.7694541747035, 1462.616598395628, 1952.1837770179752, 2499.2547810587166, 363.6617343952373, 2799.907057531142, 429.6057337895102, 679.8669726304217, 1566.858755391861, 1706.792906712526, 2066.124985755098, 3073.820618183863, 501.80794409886005, 1041.5767066390135, 2316.3555900806487, 3046.3727254953856, 798.3379658088345, 1140.144254729457, 1346.0641161075755, 1834.9203698973004, 2257.917662845981]",0.9858938858785978,0.9863237997295483,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.25675413126743, 207.44685212536984, 282.2641917372443, 341.3240065730516, 427.9568020828504, 579.1254314069596, 52.0496976621691, 697.1249266040957, 82.44375810827972, 154.40253777586915, 386.18114535182457, 424.13924542871285, 499.53861698463265, 778.735991977302, 105.63252676425438, 251.58655326243414, 556.4866659368115, 753.2472194844034, 172.12371080229477, 268.2411458924612, 326.64150274053594, 455.1853219261196, 549.2685174017394]","[459.9142905740272, 893.8345592556715, 1189.3599352429928, 1462.056007281184, 1951.4207488214493, 2498.285890831673, 363.688325468494, 2799.2379838098886, 429.62830641935545, 679.7636814218513, 1566.5841887303473, 1706.4949696433184, 2065.7954327975035, 3073.2198593988423, 501.69149755542884, 1041.2494765490442, 2315.512691661641, 3045.2324459527135, 798.2284030035231, 1139.8549776276468, 1345.7097323900032, 1834.3969734540763, 2257.2840693293274]",0.9860002173027941,0.9863474649161382,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.25984458472298, 207.42701003455312, 282.2352279671941, 341.2570485241946, 427.8336299260829, 578.8948135941466, 52.061550571779215, 696.823525523358, 82.4694055689346, 154.41139258823492, 386.1263617891577, 424.06789103845466, 499.4360551650979, 778.4350120143076, 105.63293455485197, 251.56182227064645, 556.2861582841847, 752.9303176932859, 172.16329649079833, 268.23193744695806, 326.61402286862636, 455.0688319089766, 549.0292126584872]","[459.8606406167313, 893.5239856630594, 1188.9513014797778, 1461.4969067924023, 1950.6599675400469, 2497.3206464648247, 363.71469297137264, 2798.5776950901745, 429.6508929785773, 679.6613729165217, 1566.3122600319116, 1706.199872353971, 2065.4693028907777, 3072.624188149023, 501.5746409315206, 1040.9244499920487, 2314.672314549637, 3044.0941335074667, 798.1156650096991, 1139.5624685358616, 1345.3512366204607, 1833.8688936447145, 2256.6438481662867]",0.9861053553132823,0.9863704400183448,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.26303495277125, 207.40925383704575, 282.2091065237151, 341.19329691528225, 427.7146601806407, 578.6681106991506, 52.07341696386857, 696.5252840709431, 82.4949108100744, 154.42025934829437, 386.0716089613468, 423.99665694381696, 499.334052074922, 778.1346031926411, 105.6342830677031, 251.53866040307545, 556.0886138066733, 752.6162557802115, 172.20199411809972, 268.22231230239333, 326.5864279697444, 454.95293109708183, 548.793000611559]","[459.8073457995616, 893.2183021796466, 1188.5488303441691, 1460.9446227909834, 1949.9063838786542, 2496.362102743554, 363.7408783072326, 2797.924726645291, 429.67339020655453, 679.5602539612539, 1566.0429342621876, 1705.907499571383, 2065.1461090752127, 3072.034818910218, 501.46122296290844, 1040.6043244376451, 2313.8401742482006, 3042.9642874870297, 797.9990459034557, 1139.264848978728, 1344.987549151984, 1833.3351598845425, 2255.9986361692067]",0.9862086590457615,0.986392662867448,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.26626974270167, 207.39338547467315, 282.18523263997525, 341.13231301424594, 427.59980357345813, 578.4494764492376, 52.08526301988139, 696.2273346905848, 82.52030502224096, 154.42924118847623, 386.0170108106567, 423.9256845962611, 499.232355459781, 777.8352404038299, 105.6361093225666, 251.51648737597628, 555.8926342560322, 752.3029998682026, 172.241550698674, 268.21413221358, 326.5609381903211, 454.84103732145746, 548.5628723037886]","[459.75420415146556, 892.9171546821622, 1188.1510843309804, 1460.398266416931, 1949.161511872113, 2495.416572852826, 363.7668650621362, 2797.271468460912, 429.69598401961844, 679.4604923289568, 1565.7770481831822, 1705.6191173714162, 2064.8266781889793, 3071.453232813442, 501.3492810871303, 1040.287343124163, 2313.0130846288203, 3041.8377983003847, 797.8853695482908, 1138.9706681133182, 1344.6280420938658, 1832.8083632323978, 2255.3631885089876]",0.9863097873135056,0.986413743661861,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.26947470675351, 207.37809357591442, 282.1618790531554, 341.0716639681679, 427.485395641238, 578.2320926008587, 52.09713255655841, 695.9313065048974, 82.54561759597193, 154.4383001870665, 385.96280982413765, 423.8551320974682, 499.13140238101255, 777.5374781863104, 105.637509766841, 251.49409587481594, 555.6976097544677, 751.9903032569683, 172.28227473753307, 268.20720075271095, 326.53676370799616, 454.73043798079254, 548.3332088728474]","[459.70102492207974, 892.6186622981336, 1187.7559361513258, 1459.8551505730898, 1948.4199450752853, 2494.47455446167, 363.7928592216022, 2796.6249879870893, 429.718597052139, 679.3616596184887, 1565.5140307838842, 1705.333696941322, 2064.510956821069, 3070.8771132415773, 501.236603287907, 1039.9705125953487, 2312.18926180706, 3040.7149269617557, 797.7789392278773, 1138.686824807717, 1344.280825950551, 1832.2970559361218, 2254.7451169077517]",0.9864092779560922,0.9864338105383778,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.27261715807428, 207.36342173742602, 282.13925673158064, 341.0124066608706, 427.3729302248775, 578.0164092481256, 52.10901476210275, 695.6363888170617, 82.57076247848433, 154.44735116070296, 385.90887673532745, 423.78484515839904, 499.03098852593575, 777.2415377038194, 105.63888350319579, 251.4714114685236, 555.5033827188956, 751.6779542130378, 172.32352900833746, 268.1994118977712, 326.51135569371405, 454.618243684398, 548.1008301413096]","[459.64761541340374, 892.3218804743708, 1187.3627597784787, 1459.3151933727042, 1947.6830202947256, 2493.537965302986, 363.8188278533541, 2795.9844015352487, 429.7408837471373, 679.2637058243637, 1565.2529811024651, 1705.0503733299674, 2064.198399836087, 3070.3079576044433, 501.1237477901398, 1039.65392095531, 2311.369222358799, 3039.59588923645, 797.6746010073202, 1138.4034027069658, 1343.933542651847, 1831.7856905466317, 2254.127063709545]",0.9865077179972943,0.9864531274957165,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.27571423515406, 207.34925847848365, 282.11797338000383, 340.9552924766942, 427.2642885794919, 577.8063561178883, 52.12089268086574, 695.342552180634, 82.59580258890513, 154.45639138122695, 385.8552157733336, 423.71492537276094, 498.931250029658, 776.9463870977281, 105.64071708101946, 251.44891290788385, 555.3101103099884, 751.3665736433301, 172.36383693685383, 268.1896584521888, 326.4834699011409, 454.5028598227123, 547.8653298341917]","[459.5942481776005, 892.0275552450802, 1186.9737447888165, 1458.7810688909176, 1946.9558404390332, 2492.6179040000916, 363.844672161648, 2795.347044583833, 429.7631640748709, 679.1662834186219, 1564.9945330321564, 1704.7700587482066, 2063.889331912583, 3069.7441989860536, 501.0128617195487, 1039.3393671441302, 2310.5538252880397, 3038.482010747552, 797.5669586757074, 1138.114615929231, 1343.5803461325543, 1831.2673906023952, 2253.5006459465626]",0.9866052328837123,0.9864716006795509,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.27872478116684, 207.3352425537559, 282.0966952359453, 340.8982183285184, 427.15601421095585, 577.5950421122097, 52.13277714043157, 695.0520154639555, 82.62068375169845, 154.46549737688886, 385.8018345176457, 423.6454771654915, 498.83230186286573, 776.6528437851246, 105.64275388580681, 251.42661485614596, 555.116488124516, 751.0539733924477, 172.40255437858278, 268.178998453478, 326.45493214872516, 454.38780757729427, 547.6323615204528]","[459.5408120638245, 891.7340202522308, 1186.5856701382488, 1458.2485586423081, 1946.2311125577748, 2491.7034397555235, 363.87047437110766, 2794.716842241347, 429.7852937073917, 679.0698395154443, 1564.7383945025726, 1704.4923924628972, 2063.5837953619066, 3069.186252242756, 500.903721464476, 1039.027089307356, 2309.7431909929755, 3037.372908297836, 797.4531866006672, 1137.8192927130008, 1343.219632425204, 1830.7413074391905, 2252.866078604746]",0.9867012676716392,0.9864895065586547,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.28170454121924, 207.32148479110225, 282.0756903654526, 340.841408739129, 427.0479483047037, 577.3840076541186, 52.14466867265258, 694.7630588753683, 82.64544208332303, 154.47446806130313, 385.74863288144854, 423.57596657195023, 498.7334054606907, 776.3599777517436, 105.64448018918199, 251.40365742815422, 554.9200442619093, 750.7370839517638, 172.44109961194386, 268.1693979963734, 326.4279579298091, 454.27551141945867, 547.4038002806143]","[459.4876060976982, 891.4418278201334, 1186.1985947078706, 1457.718075474085, 1945.5070236039908, 2490.7895956967054, 363.8962676294818, 2794.09241446116, 429.80720597979877, 678.9738426669408, 1564.4842664463267, 1704.2164588846715, 2063.2805530662777, 3068.633133681297, 500.7945376807601, 1038.7157746746764, 2308.93295641644, 3036.2637890922724, 797.3399434060193, 1137.5265869130865, 1342.8627944725604, 1830.2216262454747, 2252.238846519756]",0.9867959024353747,0.9865066626756185,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.28463596268533, 207.3087175625561, 282.0561131049698, 340.7870556377829, 426.9440617417053, 577.1767828771698, 52.15656770490194, 694.47524500543, 82.67009458559795, 154.48328017596765, 385.6953915368648, 423.50666287873133, 498.63467615409746, 776.068041257505, 105.64685091859218, 251.3805619505415, 554.7237928571329, 750.4190574183215, 172.48053108420902, 268.16150719600614, 326.4025697568565, 454.16461881386283, 547.1757944578296]","[459.43455518747294, 891.1521486707928, 1185.8142103491248, 1457.1912003017962, 1944.7912104880213, 2489.8892784538566, 363.92204348833644, 2793.473573106587, 429.82904518991404, 678.8781362301712, 1564.232483981153, 1703.9439555146816, 2062.980850366777, 3068.085474886322, 500.68865529480945, 1038.405920918739, 2308.1247523109614, 3035.15567042098, 797.2336609068983, 1137.246037243677, 1342.5197033795537, 1829.7194947247087, 2251.633993562311]",0.9868892174111039,0.9865225959020442,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.28761859022103, 207.2966513069815, 282.03747556929653, 340.73413920928306, 426.8434572196947, 576.9744834490763, 52.16846957888864, 694.1886105454381, 82.6946102526958, 154.4920463266767, 385.64232350179066, 423.43745893558037, 498.53603688362136, 775.7771752861333, 105.64925531931692, 251.35697119433578, 554.5275528964128, 750.1005108429274, 172.51914483765748, 268.15276386286183, 326.3759667213881, 454.0519554864875, 546.9452895395418]","[459.38180376056886, 890.8644708514095, 1185.4328484469413, 1456.6691834803105, 1944.0846591219038, 2489.0047528485056, 363.9478679120734, 2792.861136264503, 429.8507599877953, 678.7831240932223, 1563.9835296610058, 1703.673455675259, 2062.6842031727674, 3067.5448059672117, 500.5827222674907, 1038.0961145533033, 2307.319521971238, 3034.0496389821233, 797.1265193296416, 1136.966148258356, 1342.1774741396887, 1829.219112451592, 2251.0304092981573]",0.9869815556766375,0.9865375967151748,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
