m_sigma_3,m_epsilon,m_sigma_3_r2,m_epsilon_r2,Mw
"[67.33703984314934, 207.74645615221527, 268.46473988209, 332.617630738282, 454.7227201869412, 611.8958106896719, 44.639186190837194, 689.5007940640494, 78.11490299563388, 153.75544596766937, 364.3386815655672, 396.2660365344161, 476.06226650200466, 759.766193820428, 109.15382690690102, 231.1315183614934, 520.0286646914356, 722.3971310819989, 170.7904894566286, 255.7593039028224, 314.0240847437675, 437.09454858954405, 530.4414053795352]","[545.4947504636966, 1428.1039547371745, 1845.850418555832, 2317.6620862736286, 3061.9684875494245, 3847.177059107006, 361.16773300746826, 3995.220259224653, 581.3313697593592, 1045.5056737595244, 2374.492917144656, 2570.0376247634117, 3006.264397330857, 4361.400944322681, 752.3131308055164, 1525.942812750864, 3233.313954072118, 4280.125979905987, 1179.5362524774432, 1699.3725677644522, 2041.5072012766066, 2769.7740163519857, 3324.9216838317398]",0.9892335753073869,0.04797904347689663,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[67.22058412002565, 206.13835953431663, 266.21423020989084, 329.73869250657714, 450.0927013506305, 605.042288118005, 44.5009179361676, 679.4524659209801, 77.06710569024595, 151.94459251096723, 359.03098803313617, 390.7805123029345, 469.9200568643925, 751.0503879518918, 107.33614135834699, 227.39624935607733, 510.15356562192466, 711.2858451149837, 168.9750937197884, 253.06451429281086, 310.5521258883862, 432.0675915511097, 524.4030180043893]","[543.6842005793122, 1409.9824103679894, 1820.2365908254267, 2283.3986125085594, 3009.322530590129, 3779.3491012977247, 359.6836242076196, 3892.529212335349, 571.522874044536, 1026.7114982845903, 2321.175459295452, 2511.4792010974284, 2933.7735282329077, 4250.7471257570505, 736.5165343681018, 1491.6102964532374, 3153.2015813558937, 4177.024190226818, 1160.7787490647136, 1670.3747221482665, 2004.4977020364881, 2714.7911072924735, 3254.2434980134963]",0.9895843772855236,0.16400292469749278,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[67.08979223483364, 204.35220823239806, 263.6703190927475, 326.42580985761646, 445.0749919865225, 597.750578658741, 44.35408923460272, 668.6311966885547, 75.93525862083371, 149.97612379476126, 353.27430569949416, 384.8718786161678, 463.3678358387716, 741.6224054388404, 105.36467487351446, 223.3287433683108, 499.5280150657036, 699.1672991857423, 166.9897060483612, 250.05343673385659, 306.65995271750364, 426.3981079637339, 517.5095553202597]","[541.7621895215641, 1390.89975704155, 1793.0580952678386, 2246.8535802884994, 2951.908482649052, 3706.4490823525903, 358.1364132109948, 3785.763662241006, 561.1595170838825, 1007.0261144705771, 2265.8029911391495, 2450.711518862188, 2858.576990150249, 4136.114567040194, 720.0172975789853, 1456.0362475254296, 3070.866375773978, 4070.0772177057265, 1141.0797566616343, 1639.7529980425356, 1965.4054159092068, 2656.7808634483818, 3180.0610706536772]",0.9882758335466535,0.2766425777008793,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[66.93722741721882, 202.37360776754196, 260.8129078553056, 322.6851732688816, 439.5237747061742, 589.8610086488521, 44.19926703168922, 657.2779338499314, 74.72690741340216, 147.87166197392597, 347.196828474273, 378.6358740256151, 456.46692802624756, 731.7765377162336, 103.25700544134068, 218.99019185095256, 488.3528440398431, 686.3630966382548, 164.82550236285056, 246.7205716447256, 302.34230303774353, 420.08069480106593, 509.7749994792956]","[539.7224393129353, 1370.844117395851, 1764.304205597192, 2208.185740700216, 2891.086028124392, 3628.86713332808, 356.52740969338714, 3676.7534129068013, 550.309981941039, 986.633283263514, 2209.246990064049, 2388.696950386315, 2782.103713458431, 4019.743540538621, 702.9036487680673, 1419.5073385634419, 2987.444156011283, 3961.000527150346, 1120.4681253707738, 1607.6093948877813, 1924.3978211652038, 2596.0440546218397, 3102.663002890921]",0.9849827284516083,0.3834972681645843,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[66.77365551748463, 200.19761019091763, 257.64439001428633, 318.5352855097909, 433.4379584336821, 581.2917933067938, 44.038416824489346, 647.2021067774724, 73.46238136921129, 145.72060113256444, 341.317620232436, 372.63451390416964, 450.02813253640187, 723.295940308969, 101.0759872878325, 214.592761405881, 477.72118722351985, 674.0589595405129, 162.49456755212597, 243.09365720660946, 297.64112554433854, 413.18252104890684, 501.3388888055263]","[537.5653407860672, 1349.8547265778543, 1734.1323201877713, 2167.5429082987193, 2827.023026780415, 3547.2453192842963, 354.8771467976749, 3576.813918881225, 539.1758512232423, 966.1120491375923, 2154.611518510199, 2329.0682876403453, 2709.8814093469623, 3912.2779918300744, 685.4379890671269, 1382.932995599106, 2908.370173927009, 3856.856478073358, 1099.0720955972522, 1574.21623984437, 1881.8465005833446, 2533.17504583658, 3022.714098351848]",0.9798800304567381,0.4796328859002935,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[66.60024061572119, 197.83571788659492, 254.1903160177935, 314.0940454008075, 426.86798668766295, 572.1470186813166, 43.884574961118595, 643.5318180166704, 72.32052284265053, 144.03409220552476, 338.0748496224868, 369.42084005556336, 447.44973609267294, 721.7581629246348, 99.02615982865524, 210.85218946189408, 470.3476462832633, 666.6896199528835, 160.0305875944662, 239.25478585134084, 292.6774366777928, 405.9394586765802, 492.6229172463724]","[535.2925288272528, 1328.0461596579105, 1702.748429010272, 2125.1796542452093, 2760.290282096279, 3462.4597596635463, 353.39369938649537, 3527.7347032379394, 529.4597446519733, 949.5549464072318, 2119.2983866908194, 2291.544708098888, 2669.605723301506, 3859.4273084975243, 668.956161107948, 1350.2180946579574, 2850.024206696319, 3780.292004105878, 1077.0876833059967, 1540.0304772055715, 1838.3877790790555, 2469.3743058998884, 2942.1785636413456]",0.9753250759041503,0.550853918583986,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[66.41867772793609, 195.32375259780554, 250.519793643954, 309.5165962179441, 419.95401975386767, 562.6134430183779, 43.749048140069775, 644.5584993181666, 71.35708613123084, 142.86019882393768, 337.1649442859627, 368.5470427958321, 447.9794848560251, 725.1140335883687, 97.31889221195068, 208.23019806435482, 466.9176176892961, 664.9551588677886, 157.6765565697622, 235.75304776523694, 288.28226078452025, 399.9146152091033, 485.964192616927]","[532.9162112195557, 1305.6112950796366, 1670.5253539681557, 2081.6242343379613, 2691.9011361814855, 3375.860869647086, 352.15338087297977, 3525.663964312315, 521.7792111090808, 937.965583906281, 2103.8787309426066, 2276.411110887885, 2660.0075713150263, 3857.1652563351395, 655.1845685116723, 1325.3142714101493, 2819.759602920914, 3740.6403432523607, 1056.3420128232835, 1508.8080571035268, 1799.4983109215914, 2414.5093699144722, 2875.3584157014725]",0.9724466787382559,0.5976756351482989,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[66.23972308594392, 192.88092028475475, 247.03609050981376, 305.25485905859364, 413.6951231550658, 554.3587422104436, 43.622950134341174, 646.1187348390056, 70.4175488542547, 141.76811270664533, 336.65659743574685, 368.01810825322207, 448.97980400773656, 729.0955760871204, 95.90621857948713, 206.3796593675083, 465.91051801820777, 666.8624409462493, 155.99843058801522, 233.75549601142126, 286.193241465977, 398.2061454970064, 485.6393881323783]","[530.5460492864172, 1283.7535352039577, 1639.6783691145627, 2040.5738169291494, 2629.3015487474263, 3298.4124274370074, 350.9949130862486, 3529.9576891398433, 514.5651753100083, 927.6196018735862, 2093.1765423933507, 2266.5515446019413, 2657.4479110944867, 3865.8608262080184, 643.7480507115182, 1306.4834798024922, 2807.3772170681, 3724.694748420144, 1041.568096975988, 1489.6777668474554, 1777.9887441849708, 2390.6412556262017, 2853.0039029518844]",0.9712002121234246,0.6271243566030751,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[66.10334550597709, 191.14928363619433, 244.8306992267302, 302.9015821202212, 410.4492946976313, 550.9882807150677, 43.507251920486404, 646.9643916497188, 69.40640186546494, 140.52780137177223, 335.7070433215215, 366.9713797682721, 449.350208851231, 732.2438189392037, 94.69149389249156, 204.92066079071898, 465.88761809989717, 670.0920150253509, 154.56796347076806, 232.2617938472241, 284.8210035756773, 397.6603019610553, 486.56721383412145]","[528.5802191335581, 1267.1716936903058, 1617.9522342845141, 2013.4360941776633, 2593.0946507550893, 3257.9168418562413, 349.86779421818665, 3526.2408993853205, 506.8391003866396, 916.3165047052015, 2079.477064928913, 2253.395353821087, 2650.8175582386607, 3867.4989265117765, 633.685985379795, 1290.5026741262195, 2801.7350935294626, 3717.7389170852425, 1029.674424430466, 1475.8468486144366, 1763.6391710775197, 2378.287552347302, 2845.9071380245505]",0.9706732006904031,0.6456542802827503,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[66.01867472496075, 190.22597771733345, 244.10139432523764, 302.5836770194418, 410.46302969356947, 552.5836274113323, 43.40710414823486, 647.0634942081963, 68.31560663244541, 139.1046685298964, 334.1263437111101, 365.260560477401, 448.89990702152784, 733.873170990662, 93.62183145821581, 203.69100900175533, 466.21451487616383, 673.5832789724489, 153.06295707257576, 230.60239817876737, 283.2125649879996, 396.6767473603599, 486.79836714189594]","[527.1511685251023, 1257.019093544841, 1607.178008417657, 2002.711966680789, 2585.8824658811095, 3256.842143588233, 348.80215476761794, 3514.0377274587513, 498.4779598148593, 903.7033821484482, 2061.4304293443206, 2235.4330365931396, 2637.971019920826, 3858.829170020366, 624.4623628567413, 1275.8165903717177, 2796.8497789573194, 3711.67173655901, 1018.202038413292, 1462.6183143532278, 1750.0499077643872, 2366.9874396555124, 2840.1504367666244]",0.9704577580003255,0.6575788326519335,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[65.94330906408307, 189.36466814457228, 243.49735424457413, 302.4442652880008, 410.7950411239926, 554.6881772884072, 43.332133170427646, 647.0247882150195, 67.1691249844303, 137.5509954348322, 332.0967330097928, 363.0814035827614, 447.84406120350116, 734.1457798953686, 92.74122367118952, 202.73680624330711, 466.875762271606, 677.0916796290908, 151.41981638859704, 228.67911548856742, 281.2502625429829, 395.16267693755384, 486.14730741489535]","[525.7571585581886, 1247.6775995781184, 1597.7523215441347, 1994.064492091858, 2582.41036020112, 3260.4581253760216, 347.86509081920167, 3497.5399598597646, 489.66808255023955, 890.1674013011158, 2040.3939365525005, 2214.1699058499335, 2620.564520857048, 3842.707600458431, 616.234407554233, 1262.3644092205375, 2791.0030175993447, 3704.143829741765, 1006.0566075570213, 1448.1748995862988, 1734.8810770110724, 2353.263175599146, 2831.241088127017]",0.9699902636439881,0.6704523410273135,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[65.84038507904827, 188.32657841498414, 242.622555351183, 301.95587340074957, 410.6219791330187, 556.0967504844325, 43.29461411618852, 647.9974078805981, 66.0003316084451, 135.94243505644673, 329.8981497112273, 360.7232116100846, 446.56738119159627, 734.3041673780197, 92.1417037529539, 202.2180043362232, 468.19043596332807, 680.9254337769529, 149.63981049261483, 226.50832289854873, 278.9501978307373, 393.17976018105594, 484.7386387862444]","[524.3700541758667, 1237.3382638878734, 1586.7951022413254, 1983.2817445020678, 2575.749610009897, 3259.627302987576, 347.1422163057141, 3483.4545577593085, 480.69720063351843, 876.2908545102664, 2018.5365783033017, 2192.0257621256587, 2602.058767362595, 3824.4617622077108, 609.5106247944477, 1250.9286887204528, 2784.805308755923, 3695.9724760236268, 993.104222894989, 1432.3389195381403, 1717.879641174865, 2336.7075002850293, 2818.6714266054155]",0.9693196865108384,0.684607804515266,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[65.71379071746026, 187.07386397077963, 241.40795332280376, 301.0093417130628, 409.7867578205945, 556.5894059393964, 43.304345921926476, 650.5508981443467, 64.84454555853097, 134.36493334455662, 327.7904095043488, 358.44470526864194, 445.4235726567018, 734.5213460220782, 91.888503058498, 202.2766162425847, 470.42861288423234, 685.4255807995867, 147.75897841832077, 224.16723084657147, 276.41796056174763, 390.85228406044683, 482.9504396748835]","[522.9327495760575, 1225.7487791643487, 1573.8464920702902, 1969.7344388746737, 2564.667944515228, 3252.781222748637, 346.7085653704785, 3474.978218727088, 471.83926726392735, 862.5418488477185, 1997.6695714899063, 2171.0085487573742, 2585.2997576723096, 3808.9177625931975, 604.7279008111798, 1242.343675245148, 2779.647694671607, 3688.9219366678235, 979.5860006026892, 1415.5636731234135, 1699.646644750291, 2318.385523226917, 2803.4152392797473]",0.9686097142843783,0.6988728721617148,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[65.57142111607202, 185.64520436835707, 239.9124474899064, 299.6771476342093, 408.434131841952, 556.3465724867232, 43.3606706392242, 654.6175918770708, 63.74575010998844, 132.7960973362137, 325.915925848153, 356.68343596809046, 444.598289743525, 735.0377671063687, 91.97504218126939, 202.92830429850585, 473.6111053624162, 690.7462788090266, 145.81907778879335, 221.7436184334028, 273.7804509866939, 388.38782314019693, 481.0530671139347]","[521.433934602964, 1213.1706017719462, 1559.338903810108, 1954.0340159050643, 2550.338943866634, 3241.4456745885377, 346.5744798428758, 3471.699331164836, 463.3548698274828, 849.4193811973647, 1978.6024234411357, 2152.08464654364, 2571.2764766315813, 3797.485079406309, 601.9354421827384, 1236.867385308266, 2776.4117873465066, 3684.191060720194, 965.8304666692687, 1398.443543321526, 1680.9936932118444, 2299.549286328191, 2787.2787526073453]",0.9679605750224877,0.7122917744651591,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[65.41940870069836, 184.09988474805095, 238.2297902090549, 298.0418860776168, 406.78107672935863, 555.6539359173232, 43.452861315246984, 659.7718251443217, 62.74317760781498, 131.31531576444166, 324.3272944458561, 355.3180973076912, 444.19917954145325, 735.8569125190282, 92.32787192039892, 204.04686533462225, 477.52739094758863, 696.6896253888707, 143.85738599478836, 219.30736555287496, 271.1513535468463, 385.9621733351801, 479.20787945394244]","[519.891908088281, 1200.0139768808485, 1543.9285179721624, 1936.9832720156674, 2534.433771367014, 3227.9610262600363, 346.68093930512293, 3471.515258665919, 455.44176853629943, 837.0910683200099, 1961.2819203767774, 2135.0872200079434, 2559.4725315461046, 3789.307542564869, 600.752399391426, 1233.9801783888863, 2774.895379428005, 3681.526419129968, 952.2224255478836, 1381.4727445097685, 1662.6317893027363, 2281.28749491027, 2771.9092534216998]",0.9673146141827217,0.7245167412670057,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[65.26291949844648, 182.48857736964993, 236.45182663683642, 296.28329773531607, 405.0426595957996, 554.858404923814, 43.566355011356656, 665.4130526601226, 61.884749210700534, 130.02190186591898, 323.1132897787581, 354.35997038623015, 444.32743006196375, 737.3363079231821, 92.83375063758017, 205.43588778302103, 481.84053231767024, 702.9003259203724, 141.88259351710232, 216.85359848760103, 268.57538428674565, 383.64192211640085, 477.4842514972446]","[518.3277064603311, 1186.6308807747184, 1528.2064016953643, 1919.6563230426011, 2518.6554900081874, 3214.4796567547564, 346.93673395297117, 3471.704164546108, 448.35262214793414, 825.7701831058487, 1945.577671318793, 2119.7724784970096, 2549.152975704253, 3783.097795770407, 600.5373366161808, 1232.6972833562284, 2774.211913725793, 3679.819540534854, 939.2113593822919, 1364.7227293151586, 1644.8279108992072, 2264.0379280455354, 2757.771872823715]",0.9666039597031577,0.7355819889039039,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[65.10528365535104, 180.84322114048635, 234.5952404456141, 294.47882306319707, 403.3397453857242, 554.1517295292076, 43.68898841237436, 671.0958724485155, 61.23455475201796, 129.02440939198266, 322.4853107984987, 353.99760761542245, 445.0176782180854, 740.0368051512048, 93.39544800000434, 206.9200234935515, 486.3363165180277, 709.045549806356, 139.93004953925998, 214.44724009232613, 266.041571782729, 381.3946514875194, 475.82216784533523]","[516.7580086223915, 1173.2363128008456, 1512.3726735597431, 1902.6218493328574, 2503.9869892062425, 3202.291049630952, 347.261511527922, 3470.5423776644343, 442.4557715179502, 815.9398454940307, 1931.8319777630927, 2106.4626710155485, 2540.4517090913773, 3778.0561383178715, 600.7253699897468, 1232.1066845427185, 2773.3506734853504, 3677.9327962328666, 926.4930982384308, 1348.3234226625411, 1627.4086760006276, 2247.476932873028, 2744.396600959456]",0.9658038519330279,0.7456468650714498,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[64.9484131336016, 179.17711056449374, 232.71624994319657, 292.65319084711246, 401.69639240043773, 553.5803407606469, 43.812949586690735, 676.6021554813996, 60.85868862844878, 128.4385495168968, 322.8083007856129, 354.5795430334563, 446.5270356770463, 744.4436025880874, 93.95038956644592, 208.38401379523398, 491.18338285027204, 714.9236228741609, 138.2055994851077, 212.250854938702, 263.7414258246732, 379.45075726376604, 474.6188413108764]","[515.1860656022169, 1159.8872866814866, 1496.638915933609, 1885.9889068655314, 2490.556724665809, 3191.5445442801474, 347.6050663909018, 3467.633711735797, 438.1754774395555, 808.240300089503, 1920.620555408245, 2095.79278006804, 2533.9563222833513, 3775.0875803536896, 600.9511075788196, 1231.6069015087576, 2771.3622078526496, 3675.2125391616346, 914.5600829314161, 1332.7676327010422, 1610.835799919224, 2231.7919415791625, 2732.4348940629548]",0.9650943918342055,0.7546270830218411,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[64.7938611350448, 177.49593785738972, 230.83203887795153, 290.8647585306579, 400.1001825887606, 553.096512715093, 43.933497886154065, 681.906924028662, 60.783001600586616, 128.3318300428393, 324.0209812945472, 356.22912298117825, 449.09164619275384, 750.3722470905456, 94.47138011138547, 209.77581963140932, 495.77952163052095, 720.4733432003594, 136.8312737400771, 210.45801786771204, 261.90591430333427, 378.08128248565225, 474.15973914723486]","[513.606801693962, 1146.550365528725, 1481.0016182706356, 1869.4262883311512, 2477.99169402895, 3181.655480946499, 347.93506132909135, 3463.523663688361, 435.72048596974616, 803.1087109645108, 1912.9618257710338, 2088.3508492736223, 2529.9634453526974, 3775.1417639094593, 601.0553266763374, 1230.9338110143512, 2768.783072497654, 3671.5941581400866, 904.0438229916953, 1318.838651578832, 1595.937999162823, 2217.671703253317, 2722.3735053684713]",0.9645730937257778,0.7623364685473225,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
